11
4 4 3
128 100 165 263
128 101 66 286
128 102 14 177
128 103 228 140
128 104 100 258
128 105 156 219
128 106 0 230
128 107 254 169
128 108 60 279
128 109 132 288
128 110 0 169
128 111 175 240
128 112 185 182
128 113 33 117
128 114 39 184
128 115 62 295
128 116 44 208
128 117 29 192
128 118 160 228
128 119 79 120
128 120 79 140
128 121 99 166
128 122 316 77
128 123 0 207
128 124 0 32
128 125 140 209
128 126 180 224
128 127 145 188
128 129 0 95
128 130 0 85
128 131 120 229
128 132 201 226
128 133 55 299
128 134 85 185
128 135 240 85
128 136 146 114
128 137 0 92
128 138 188 212
128 139 87 279
128 140 56 343
128 141 356 66
128 142 0 124
128 143 252 173
128 144 99 138
128 145 14 201
128 146 88 258
128 147 21 225
128 148 93 228
128 149 292 65
129 0 114 301
129 1 247 159
129 2 120 62
129 3 0 87
129 4 102 242
129 5 39 272
129 6 65 142
129 7 223 130
129 8 53 143
129 9 8 224
129 10 62 266
129 11 287 126
129 12 23 193
129 13 77 25
129 14 0 166
129 15 158 209
129 16 132 194
129 17 0 106
129 18 175 148
129 19 157 88
129 20 195 135
129 21 9 175
129 22 320 26
129 23 125 139
129 24 208 72
129 25 82 267
129 26 30 130
129 27 239 138
129 28 4 157
129 29 0 165
129 30 295 85
129 31 115 139
129 32 0 257
129 33 292 110
129 34 298 70
129 35 198 122
129 36 162 179
129 37 245 105
129 38 0 237
129 39 0 267
129 40 168 39
129 41 177 162
129 42 177 28
129 43 156 47
129 44 41 252
129 45 93 198
129 46 68 95
129 47 103 215
129 48 93 173
129 49 29 278
129 50 154 182
129 51 105 90
129 52 0 57
129 53 0 253
129 54 92 188
129 55 0 222
129 56 0 156
129 57 14 199
129 58 234 135
129 59 304 105
129 60 0 97
129 61 162 203
129 62 0 222
129 63 0 112
129 64 188 107
129 65 224 77
129 66 55 135
129 67 0 225
129 68 93 205
129 69 80 196
129 70 176 156
129 71 187 37
129 72 155 90
129 73 249 130
129 74 36 132
129 75 286 62
129 76 150 172
129 77 6 146
129 78 171 87
129 79 379 37
129 80 191 89
129 81 226 188
129 82 266 91
129 83 85 116
129 84 0 264
129 85 170 225
129 86 60 179
129 87 210 175
129 88 217 204
129 89 258 55
129 90 26 79
129 91 0 266
129 92 123 118
129 93 159 257
129 94 107 149
129 95 78 168
129 96 231 90
129 97 0 202
129 98 119 136
129 99 222 159
129 100 181 235
129 101 139 274
129 102 138 97
129 103 67 118
129 104 0 250
129 105 219 168
129 106 0 194
129 107 66 78
129 108 6 226
129 109 92 262
129 110 168 146
129 111 0 236
129 112 165 143
129 113 236 39
129 114 0 89
129 115 139 215
129 116 0 145
129 117 9 188
129 118 238 147
129 119 25 47
129 120 70 127
129 121 245 108
129 122 218 144
129 123 287 131
129 124 0 127
129 125 210 187
129 126 172 129
129 127 91 189
129 128 0 95
129 130 223 23
129 131 199 162
129 132 143 131
129 133 45 251
129 134 0 90
129 135 260 145
129 136 287 65
129 137 0 11
129 138 129 220
129 139 33 231
129 140 110 276
129 141 250 98
129 142 94 104
129 143 0 78
129 144 0 130
129 145 12 224
129 146 127 267
129 147 0 130
129 148 45 133
129 149 0 146
130 0 52 316
130 1 0 164
130 2 277 84
130 3 154 103
130 4 101 264
130 5 0 295
130 6 215 158
130 7 9 145
130 8 183 136
130 9 180 246
130 10 118 281
130 11 0 116
130 12 26 216
130 13 350 48
130 14 205 188
130 15 113 232
130 16 0 217
130 17 62 119
130 18 0 166
130 19 0 108
130 20 64 153
130 21 177 198
130 22 9 36
130 23 15 159
130 24 200 95
130 25 63 287
130 26 0 123
130 27 0 154
130 28 0 175
130 29 244 183
130 30 0 104
130 31 105 150
130 32 85 280
130 33 120 119
130 34 98 82
130 35 254 115
130 36 159 200
130 37 0 120
130 38 47 252
130 39 136 286
130 40 298 54
130 41 187 183
130 42 244 37
130 43 296 60
130 44 107 273
130 45 215 212
130 46 295 87
130 47 100 230
130 48 163 183
130 49 63 294
130 50 14 194
130 51 31 81
130 52 195 58
130 53 112 276
130 54 0 207
130 55 18 244
130 56 216 174
130 57 16 219
130 58 0 149
130 59 0 109
130 60 269 113
130 61 0 225
130 62 120 241
130 63 0 133
130 64 47 109
130 65 213 99
130 66 202 158
130 67 48 248
130 68 0 227
130 69 161 217
130 70 181 176
130 71 21 60
130 72 0 113
130 73 143 139
130 74 92 151
130 75 117 85
130 76 27 193
130 77 78 167
130 78 143 106
130 79 274 41
130 80 77 107
130 81 0 205
130 82 0 112
130 83 136 114
130 84 3 286
130 85 116 243
130 86 72 202
130 87 41 198
130 88 44 223
130 89 54 73
130 90 322 100
130 91 35 286
130 92 194 107
130 93 95 279
130 94 0 163
130 95 0 192
130 96 156 77
130 97 174 225
130 98 21 159
130 99 86 180
130 100 93 256
130 101 65 293
130 102 139 120
130 103 18 135
130 104 8 268
130 105 216 190
130 106 0 215
130 107 159 99
130 108 0 248
130 109 84 282
130 110 149 165
130 111 146 253
130 112 241 164
130 113 27 33
130 114 164 101
130 115 63 237
130 116 0 168
130 117 133 204
130 118 179 169
130 119 12 70
130 120 104 144
130 121 295 131
130 122 121 144
130 123 37 153
130 124 120 116
130 125 182 206
130 126 0 146
130 127 173 205
130 128 0 85
130 129 114 23
130 131 147 186
130 132 257 142
130 133 4 273
130 134 197 105
130 135 149 147
130 136 0 85
130 137 341 31
130 138 191 235
130 139 159 253
130 140 102 299
130 141 181 102
130 142 134 121
130 143 262 96
130 144 205 145
130 145 73 236
130 146 33 283
130 147 117 147
130 148 0 149
130 149 279 142
131 0 178 229
131 1 63 215
131 2 292 106
131 3 284 125
131 4 165 95
131 5 290 110
131 6 94 138
131 7 0 126
131 8 28 254
131 9 153 87
131 10 71 211
131 11 0 248
131 12 97 42
131 13 110 138
131 14 0 50
131 15 256 68
131 16 79 41
131 17 47 149
131 18 75 111
131 19 0 99
131 20 107 107
131 21 144 15
131 22 121 162
131 23 266 83
131 24 0 92
131 25 122 156
131 26 135 241
131 27 38 129
131 28 254 111
131 29 271 106
131 30 227 110
131 31 165 167
131 32 304 99
131 33 149 165
131 34 0 149
131 35 0 239
131 36 15 85
131 37 0 131
131 38 136 190
131 39 236 170
131 40 155 148
131 41 30 76
131 42 144 163
131 43 0 150
131 44 239 132
131 45 0 169
131 46 78 222
131 47 20 171
131 48 0 188
131 49 147 206
131 50 169 172
131 51 72 219
131 52 97 180
131 53 143 93
131 54 0 114
131 55 333 92
131 56 0 112
131 57 283 98
131 58 276 141
131 59 126 185
131 60 169 127
131 61 28 75
131 62 202 123
131 63 0 75
131 64 173 194
131 65 206 92
131 66 371 35
131 67 303 68
131 68 338 65
131 69 241 99
131 70 0 82
131 71 284 126
131 72 41 78
131 73 0 176
131 74 77 98
131 75 106 102
131 76 330 67
131 77 207 52
131 78 169 105
131 79 54 170
131 80 158 116
131 81 87 136
131 82 26 88
131 83 141 216
131 84 56 110
131 85 0 136
131 86 238 18
131 87 383 23
131 88 172 117
131 89 35 127
131 90 3 101
131 91 33 156
131 92 109 248
131 93 0 112
131 94 103 152
131 95 165 13
131 96 72 230
131 97 282 40
131 98 102 38
131 99 4 74
131 100 105 118
131 101 253 172
131 102 300 69
131 103 196 109
131 104 84 162
131 105 0 41
131 106 281 79
131 107 297 103
131 108 184 70
131 109 120 139
131 110 130 98
131 111 104 160
131 112 0 70
131 113 0 186
131 114 0 148
131 115 165 79
131 116 158 23
131 117 4 138
131 118 234 46
131 119 91 117
131 120 50 119
131 121 348 63
131 122 0 224
131 123 269 38
131 124 162 256
131 125 0 105
131 126 37 118
131 127 268 147
131 128 141 229
131 129 52 162
131 130 0 186
131 132 79 161
131 133 330 98
131 134 189 133
131 135 176 217
131 136 178 116
131 137 187 156
131 138 72 172
131 139 0 81
131 140 0 115
131 141 56 180
131 142 309 118
131 143 246 121
131 144 126 126
131 145 188 199
131 146 210 203
131 147 36 119
131 148 87 130
131 149 12 242
132 0 52 374
132 1 0 54
132 2 134 139
132 3 207 185
132 4 169 256
132 5 8 256
132 6 0 31
132 7 43 220
132 8 50 274
132 9 0 248
132 10 57 347
132 11 0 256
132 12 210 163
132 13 238 126
132 14 185 126
132 15 227 161
132 16 0 166
132 17 327 25
132 18 214 61
132 19 259 166
132 20 295 57
132 21 73 176
132 22 130 107
132 23 192 82
132 24 33 132
132 25 24 313
132 26 70 260
132 27 263 37
132 28 38 231
132 29 91 233
132 30 0 67
132 31 250 8
132 32 159 217
132 33 0 25
132 34 232 185
132 35 0 253
132 36 0 229
132 37 69 204
132 38 42 321
132 39 70 323
132 40 166 92
132 41 9 101
132 42 219 156
132 43 23 166
132 44 62 291
132 45 141 287
132 46 74 226
132 47 16 299
132 48 143 280
132 49 35 350
132 50 113 279
132 51 120 220
132 52 247 90
132 53 65 218
132 54 88 251
132 55 129 251
132 56 186 231
132 57 121 247
132 58 189 232
132 59 89 228
132 60 326 45
132 61 0 146
132 62 46 274
132 63 119 171
132 64 176 232
132 65 6 145
132 66 0 127
132 67 84 226
132 68 0 225
132 69 118 117
132 70 0 91
132 71 78 114
132 72 63 104
132 73 0 17
132 74 81 205
132 75 290 109
132 76 161 213
132 77 239 185
132 78 0 171
132 79 146 166
132 80 36 182
132 81 118 264
132 82 0 159
132 83 127 246
132 84 72 268
132 85 35 283
132 86 0 178
132 87 183 184
132 88 116 262
132 89 188 156
132 90 117 159
132 91 77 313
132 92 16 248
132 93 46 273
132 94 302 26
132 95 0 157
132 96 0 219
132 97 196 195
132 98 0 123
132 99 151 101
132 100 85 275
132 101 59 327
132 102 35 111
132 103 0 201
132 104 79 311
132 105 11 194
132 106 163 233
132 107 0 81
132 108 0 229
132 109 40 299
132 110 0 216
132 111 78 303
132 112 179 195
132 113 0 114
132 114 0 42
132 115 145 159
132 116 52 161
132 117 133 265
132 118 135 117
132 119 28 131
132 120 104 214
132 121 39 154
132 122 139 270
132 123 0 125
132 124 0 258
132 125 0 245
132 126 106 44
132 127 54 271
132 128 139 226
132 129 68 131
132 130 0 142
132 131 160 161
132 133 0 257
132 134 222 46
132 135 25 270
132 136 0 157
132 137 0 137
132 138 0 302
132 139 158 242
132 140 11 243
132 141 37 221
132 142 162 196
132 143 0 64
132 144 191 220
132 145 11 318
132 146 4 344
132 147 133 43
132 148 207 34
132 149 132 276
133 0 138 179
133 1 44 310
133 2 14 190
133 3 0 190
133 4 360 17
133 5 246 45
133 6 11 231
133 7 0 168
133 8 88 310
133 9 0 37
133 10 94 179
133 11 45 311
133 12 314 100
133 13 141 226
133 14 0 134
133 15 275 116
133 16 125 95
133 17 102 246
133 18 90 202
133 19 0 170
133 20 30 201
133 21 0 83
133 22 59 255
133 23 241 176
133 24 116 179
133 25 34 91
133 26 10 299
133 27 0 223
133 28 165 135
133 29 0 125
133 30 0 208
133 31 13 262
133 32 0 90
133 33 115 262
133 34 159 218
133 35 34 300
133 36 129 93
133 37 125 185
133 38 119 171
133 39 45 116
133 40 177 243
133 41 136 162
133 42 0 244
133 43 20 226
133 44 357 68
133 45 0 171
133 46 0 290
133 47 57 161
133 48 93 211
133 49 20 163
133 50 103 185
133 51 24 288
133 52 0 276
133 53 191 79
133 54 192 113
133 55 0 48
133 56 255 138
133 57 65 85
133 58 0 180
133 59 70 242
133 60 54 224
133 61 110 133
133 62 293 91
133 63 255 144
133 64 49 251
133 65 154 174
133 66 0 133
133 67 313 31
133 68 155 48
133 69 0 169
133 70 0 170
133 71 190 217
133 72 33 174
133 73 46 273
133 74 161 143
133 75 85 195
133 76 278 89
133 77 19 108
133 78 0 175
133 79 0 250
133 80 211 182
133 81 53 138
133 82 0 163
133 83 103 273
133 84 0 13
133 85 0 106
133 86 0 81
133 87 189 79
133 88 0 102
133 89 86 205
133 90 100 177
133 91 87 94
133 92 111 314
133 93 37 24
133 94 73 245
133 95 166 100
133 96 109 303
133 97 346 62
133 98 57 136
133 99 167 160
133 100 95 67
133 101 247 112
133 102 98 165
133 103 149 161
133 104 199 119
133 105 0 83
133 106 356 72
133 107 81 200
133 108 384 28
133 109 299 69
133 110 287 133
133 111 0 129
133 112 82 117
133 113 49 279
133 114 151 246
133 115 52 126
133 116 185 108
133 117 145 141
133 118 0 140
133 119 4 204
133 120 130 163
133 121 260 143
133 122 0 270
133 123 0 136
133 124 0 321
133 125 0 105
133 126 105 213
133 127 0 151
133 128 25 299
133 129 161 251
133 130 16 273
133 131 171 98
133 132 123 257
133 134 63 231
133 135 0 261
133 136 0 193
133 137 0 243
133 138 89 159
133 139 261 20
133 140 15 78
133 141 0 239
133 142 0 175
133 143 0 219
133 144 159 168
133 145 71 193
133 146 0 166
133 147 206 214
133 148 104 224
133 149 0 293
134 0 53 334
134 1 279 91
134 2 244 93
134 3 131 140
134 4 11 227
134 5 0 238
134 6 334 53
134 7 153 175
134 8 34 232
134 9 0 216
134 10 0 305
134 11 0 215
134 12 0 145
134 13 42 81
134 14 0 109
134 15 267 152
134 16 258 148
134 17 230 22
134 18 0 64
134 19 40 121
134 20 117 52
134 21 264 148
134 22 334 69
134 23 0 68
134 24 242 88
134 25 40 277
134 26 151 218
134 27 102 48
134 28 0 188
134 29 0 191
134 30 283 25
134 31 0 54
134 32 50 206
134 33 22 35
134 34 98 140
134 35 58 211
134 36 139 191
134 37 0 159
134 38 52 278
134 39 6 286
134 40 239 51
134 41 323 92
134 42 174 113
134 43 147 121
134 44 0 257
134 45 157 243
134 46 112 185
134 47 55 256
134 48 124 234
134 49 96 310
134 50 62 234
134 51 68 179
134 52 0 63
134 53 223 205
134 54 132 211
134 55 0 219
134 56 179 188
134 57 28 210
134 58 0 187
134 59 175 183
134 60 0 9
134 61 130 139
134 62 46 236
134 63 0 129
134 64 132 188
134 65 267 100
134 66 308 98
134 67 223 200
134 68 121 194
134 69 289 120
134 70 174 83
134 71 0 69
134 72 0 64
134 73 307 53
134 74 77 162
134 75 0 63
134 76 205 176
134 77 218 148
134 78 6 126
134 79 0 123
134 80 95 137
134 81 163 222
134 82 93 115
134 83 0 202
134 84 0 243
134 85 90 245
134 86 62 150
134 87 0 154
134 88 74 223
134 89 0 110
134 90 54 114
134 91 0 277
134 92 196 208
134 93 78 244
134 94 288 60
134 95 62 132
134 96 0 180
134 97 118 171
134 98 233 95
134 99 0 91
134 100 118 240
134 101 132 290
134 102 0 72
134 103 231 157
134 104 86 272
134 105 246 160
134 106 77 197
134 107 0 38
134 108 0 203
134 109 0 265
134 110 9 173
134 111 0 263
134 112 158 155
134 113 239 83
134 114 212 16
134 115 60 152
134 116 71 128
134 117 139 223
134 118 0 95
134 119 203 85
134 120 0 170
134 121 0 113
134 122 198 226
134 123 92 95
134 124 0 217
134 125 105 206
134 126 23 42
134 127 8 228
134 128 0 185
134 129 189 90
134 130 297 105
134 131 245 133
134 132 170 46
134 133 5 231
134 135 75 224
134 136 155 111
134 137 18 94
134 138 16 259
134 139 0 214
134 140 99 230
134 141 63 176
134 142 82 151
134 143 0 18
134 144 88 175
134 145 47 274
134 146 0 302
134 147 141 43
134 148 203 44
134 149 0 232
135 0 209 214
135 1 61 304
135 2 157 138
135 3 0 96
135 4 161 246
135 5 119 300
135 6 0 273
135 7 0 95
135 8 5 57
135 9 193 224
135 10 0 174
135 11 181 70
135 12 0 259
135 13 0 144
135 14 80 250
135 15 134 283
135 16 0 257
135 17 86 245
135 18 112 266
135 19 142 124
135 20 59 254
135 21 117 220
135 22 184 171
135 23 4 246
135 24 141 151
135 25 106 226
135 26 307 52
135 27 51 265
135 28 119 126
135 29 208 136
135 30 141 209
135 31 0 278
135 32 112 312
135 33 14 251
135 34 0 85
135 35 63 59
135 36 156 168
135 37 0 86
135 38 0 148
135 39 0 211
135 40 0 180
135 41 0 261
135 42 0 117
135 43 31 104
135 44 162 224
135 45 201 114
135 46 0 75
135 47 126 135
135 48 277 65
135 49 170 196
135 50 300 92
135 51 13 78
135 52 0 201
135 53 6 303
135 54 270 152
135 55 0 216
135 56 249 123
135 57 22 178
135 58 0 82
135 59 284 41
135 60 49 228
135 61 60 286
135 62 71 186
135 63 18 142
135 64 318 38
135 65 40 141
135 66 101 212
135 67 121 249
135 68 199 216
135 69 0 296
135 70 72 259
135 71 0 155
135 72 108 187
135 73 115 272
135 74 0 123
135 75 113 167
135 76 48 175
135 77 0 169
135 78 43 117
135 79 268 109
135 80 0 104
135 81 0 133
135 82 176 135
135 83 110 38
135 84 0 272
135 85 98 179
135 86 95 225
135 87 0 213
135 88 159 167
135 89 31 116
135 90 99 126
135 91 0 223
135 92 0 81
135 93 112 254
135 94 131 283
135 95 118 229
135 96 333 95
135 97 88 242
135 98 196 215
135 99 119 258
135 100 0 211
135 101 191 221
135 102 0 187
135 103 0 108
135 104 205 192
135 105 0 192
135 106 87 189
135 107 0 196
135 108 38 247
135 109 0 232
135 110 127 129
135 111 111 173
135 112 241 153
135 113 22 179
135 114 65 228
135 115 0 293
135 116 28 194
135 117 205 130
135 118 161 233
135 119 238 141
135 120 0 100
135 121 205 158
135 122 304 11
135 123 84 208
135 124 247 82
135 125 239 158
135 126 37 254
135 127 0 123
135 128 94 85
135 129 0 145
135 130 66 147
135 131 49 217
135 132 141 270
135 133 11 261
135 134 191 224
135 136 130 119
135 137 168 136
135 138 0 140
135 139 176 243
135 140 26 320
135 141 287 49
135 142 17 99
135 143 54 208
135 144 0 95
135 145 62 122
135 146 205 182
135 147 0 255
135 148 165 262
135 149 287 35
136 0 0 238
136 1 217 199
136 2 38 19
136 3 0 29
136 4 71 182
136 5 192 220
136 6 0 155
136 7 148 69
136 8 240 143
136 9 0 164
136 10 128 205
136 11 270 134
136 12 4 154
136 13 15 44
136 14 93 137
136 15 176 175
136 16 256 154
136 17 124 132
136 18 6 147
136 19 44 24
136 20 0 135
136 21 0 125
136 22 154 81
136 23 275 127
136 24 0 32
136 25 197 203
136 26 201 129
136 27 83 147
136 28 271 93
136 29 83 100
136 30 141 92
136 31 88 165
136 32 125 215
136 33 0 142
136 34 76 37
136 35 0 126
136 36 0 115
136 37 320 48
136 38 0 177
136 39 59 203
136 40 194 80
136 41 92 144
136 42 177 52
136 43 69 34
136 44 98 188
136 45 154 139
136 46 3 107
136 47 0 154
136 48 0 124
136 49 139 215
136 50 0 126
136 51 55 103
136 52 272 112
136 53 10 208
136 54 256 123
136 55 161 160
136 56 118 92
136 57 66 134
136 58 40 78
136 59 0 80
136 60 226 113
136 61 110 174
136 62 0 157
136 63 70 50
136 64 307 87
136 65 151 24
136 66 51 100
136 67 71 170
136 68 247 145
136 69 0 179
136 70 28 141
136 71 0 47
136 72 220 68
136 73 104 162
136 74 55 67
136 75 214 49
136 76 193 109
136 77 0 86
136 78 79 22
136 79 110 57
136 80 6 27
136 81 96 125
136 82 45 30
136 83 110 107
136 84 24 206
136 85 205 160
136 86 46 129
136 87 87 122
136 88 0 139
136 89 297 12
136 90 296 16
136 91 0 201
136 92 55 133
136 93 125 196
136 94 175 166
136 95 69 125
136 96 7 114
136 97 7 152
136 98 0 102
136 99 0 140
136 100 0 171
136 101 0 209
136 102 282 68
136 103 0 54
136 104 240 186
136 105 0 110
136 106 0 131
136 107 97 78
136 108 41 170
136 109 230 198
136 110 52 81
136 111 123 172
136 112 267 80
136 113 54 102
136 114 0 119
136 115 0 184
136 116 43 95
136 117 0 125
136 118 250 118
136 119 0 27
136 120 299 65
136 121 0 53
136 122 0 123
136 123 311 95
136 124 103 142
136 125 0 122
136 126 24 135
136 127 222 127
136 128 62 114
136 129 315 65
136 130 155 85
136 131 306 116
136 132 0 157
136 133 70 193
136 134 99 111
136 135 79 119
136 137 0 54
136 138 98 159
136 139 249 173
136 140 54 230
136 141 29 73
136 142 83 43
136 143 203 93
136 144 64 69
136 145 0 167
136 146 54 205
136 147 0 137
136 148 8 144
136 149 0 136
137 0 83 290
137 1 237 168
137 2 155 53
137 3 101 76
137 4 141 233
137 5 59 265
137 6 0 146
137 7 204 118
137 8 19 138
137 9 84 215
137 10 152 255
137 11 0 121
137 12 30 188
137 13 235 19
137 14 0 163
137 15 0 206
137 16 91 189
137 17 45 112
137 18 86 149
137 19 82 78
137 20 90 136
137 21 68 168
137 22 0 35
137 23 248 138
137 24 301 65
137 25 164 257
137 26 7 124
137 27 0 141
137 28 73 146
137 29 230 154
137 30 272 87
137 31 0 145
137 32 0 252
137 33 217 116
137 34 92 59
137 35 186 117
137 36 155 169
137 37 253 94
137 38 0 226
137 39 115 257
137 40 0 45
137 41 58 161
137 42 64 19
137 43 351 36
137 44 44 242
137 45 94 187
137 46 165 91
137 47 187 204
137 48 50 162
137 49 9 267
137 50 149 171
137 51 129 85
137 52 226 67
137 53 112 247
137 54 175 177
137 55 92 213
137 56 161 145
137 57 46 189
137 58 115 124
137 59 0 96
137 60 208 100
137 61 11 200
137 62 38 211
137 63 65 102
137 64 3 98
137 65 335 68
137 66 126 131
137 67 0 217
137 68 126 196
137 69 0 195
137 70 197 155
137 71 270 33
137 72 0 87
137 73 0 137
137 74 110 121
137 75 307 58
137 76 0 162
137 77 0 137
137 78 346 76
137 79 307 29
137 80 207 78
137 81 224 177
137 82 0 81
137 83 95 109
137 84 120 255
137 85 116 214
137 86 129 172
137 87 168 168
137 88 0 193
137 89 343 44
137 90 86 69
137 91 0 256
137 92 249 115
137 93 0 248
137 94 200 154
137 95 113 163
137 96 191 88
137 97 0 195
137 98 47 131
137 99 186 158
137 100 115 225
137 101 30 263
137 102 233 92
137 103 262 107
137 104 37 239
137 105 122 159
137 106 31 184
137 107 39 77
137 108 27 218
137 109 0 252
137 110 0 135
137 111 63 225
137 112 0 133
137 113 114 50
137 114 168 95
137 115 94 211
137 116 0 138
137 117 0 177
137 118 84 144
137 119 47 39
137 120 63 116
137 121 105 100
137 122 118 135
137 123 0 126
137 124 254 124
137 125 0 176
137 126 252 131
137 127 185 178
137 128 0 92
137 129 134 11
137 130 9 31
137 131 70 156
137 132 173 137
137 133 0 243
137 134 106 94
137 135 111 136
137 136 310 54
137 138 184 209
137 139 48 222
137 140 99 271
137 141 210 88
137 142 144 93
137 143 0 81
137 144 202 118
137 145 0 213
137 146 15 256
137 147 154 133
137 148 181 137
137 149 0 139
138 0 0 81
138 1 0 351
138 2 236 171
138 3 0 134
138 4 0 143
138 5 67 204
138 6 119 290
138 7 0 91
138 8 33 197
138 9 0 124
138 10 336 46
138 11 0 208
138 12 0 208
138 13 170 203
138 14 151 221
138 15 72 234
138 16 167 205
138 17 99 281
138 18 126 270
138 19 76 140
138 20 0 261
138 21 223 165
138 22 0 239
138 23 0 242
138 24 141 173
138 25 0 93
138 26 158 191
138 27 47 281
138 28 92 71
138 29 0 70
138 30 0 236
138 31 84 310
138 32 184 237
138 33 0 294
138 34 211 154
138 35 88 196
138 36 0 88
138 37 311 115
138 38 0 19
138 39 0 73
138 40 0 238
138 41 135 244
138 42 106 198
138 43 33 175
138 44 14 100
138 45 0 27
138 46 32 201
138 47 0 5
138 48 10 75
138 49 0 60
138 50 185 49
138 51 83 202
138 52 91 271
138 53 200 227
138 54 192 59
138 55 0 113
138 56 335 71
138 57 302 81
138 58 189 87
138 59 108 145
138 60 81 258
138 61 118 245
138 62 277 68
138 63 55 131
138 64 94 152
138 65 46 161
138 66 0 191
138 67 0 163
138 68 23 130
138 69 135 271
138 70 53 248
138 71 165 205
138 72 178 199
138 73 104 312
138 74 286 97
138 75 89 198
138 76 125 105
138 77 267 125
138 78 285 138
138 79 86 196
138 80 270 132
138 81 272 38
138 82 0 145
138 83 118 170
138 84 206 167
138 85 354 54
138 86 0 168
138 87 95 155
138 88 321 60
138 89 163 167
138 90 161 149
138 91 147 89
138 92 51 216
138 93 94 142
138 94 0 304
138 95 147 184
138 96 10 220
138 97 0 174
138 98 7 196
138 99 29 242
138 100 0 93
138 101 330 83
138 102 0 192
138 103 291 105
138 104 57 55
138 105 86 131
138 106 230 101
138 107 123 222
138 108 0 160
138 109 0 106
138 110 335 86
138 111 228 37
138 112 286 110
138 113 142 259
138 114 0 271
138 115 69 246
138 116 269 156
138 117 290 37
138 118 74 211
138 119 0 185
138 120 0 94
138 121 0 148
138 122 0 151
138 123 51 190
138 124 76 220
138 125 0 68
138 126 0 268
138 127 78 32
138 128 68 212
138 129 0 220
138 130 134 235
138 131 0 172
138 132 32 302
138 133 0 159
138 134 167 259
138 135 281 140
138 136 81 159
138 137 209 209
138 139 183 147
138 140 173 234
138 141 254 148
138 142 176 116
138 143 110 241
138 144 172 91
138 145 47 34
138 146 0 47
138 147 35 270
138 148 24 280
138 149 141 175
139 0 0 176
139 1 120 295
139 2 210 169
139 3 0 170
139 4 275 15
139 5 120 58
139 6 72 217
139 7 0 148
139 8 0 291
139 9 347 23
139 10 238 171
139 11 78 291
139 12 115 89
139 13 67 206
139 14 173 121
139 15 6 109
139 16 0 85
139 17 0 229
139 18 151 188
139 19 169 150
139 20 0 186
139 21 0 66
139 22 98 236
139 23 9 161
139 24 254 159
139 25 0 90
139 26 0 279
139 27 30 208
139 28 67 117
139 29 273 107
139 30 32 190
139 31 158 247
139 32 32 93
139 33 181 245
139 34 90 197
139 35 117 280
139 36 75 75
139 37 0 166
139 38 34 161
139 39 254 112
139 40 57 224
139 41 20 149
139 42 200 224
139 43 69 206
139 44 0 65
139 45 93 157
139 46 101 270
139 47 239 148
139 48 52 194
139 49 135 157
139 50 129 169
139 51 20 268
139 52 149 257
139 53 269 82
139 54 0 97
139 55 20 34
139 56 89 120
139 57 0 69
139 58 70 161
139 59 0 222
139 60 0 207
139 61 118 125
139 62 18 80
139 63 0 123
139 64 0 231
139 65 201 154
139 66 111 116
139 67 191 21
139 68 149 28
139 69 106 160
139 70 125 157
139 71 33 197
139 72 77 155
139 73 31 257
139 74 256 123
139 75 143 176
139 76 313 69
139 77 89 87
139 78 209 155
139 79 41 230
139 80 19 161
139 81 0 122
139 82 135 143
139 83 171 254
139 84 85 33
139 85 332 95
139 86 346 64
139 87 107 60
139 88 24 88
139 89 122 185
139 90 6 157
139 91 213 92
139 92 0 294
139 93 341 32
139 94 38 231
139 95 318 85
139 96 35 282
139 97 121 49
139 98 155 119
139 99 0 147
139 100 359 60
139 101 108 111
139 102 209 146
139 103 211 141
139 104 273 112
139 105 196 63
139 106 305 54
139 107 0 182
139 108 19 17
139 109 276 70
139 110 121 114
139 111 208 119
139 112 30 97
139 113 64 260
139 114 109 229
139 115 270 120
139 116 147 89
139 117 259 125
139 118 46 124
139 119 238 183
139 120 120 144
139 121 285 123
139 122 134 252
139 123 45 119
139 124 44 301
139 125 102 89
139 126 117 198
139 127 19 136
139 128 144 279
139 129 0 231
139 130 67 253
139 131 280 81
139 132 92 242
139 133 97 20
139 134 63 214
139 135 73 243
139 136 183 173
139 137 167 222
139 138 102 147
139 140 109 87
139 141 158 219
139 142 185 155
139 143 0 201
139 144 4 149
139 145 45 180
139 146 245 160
139 147 31 199
139 148 0 210
139 149 106 274
140 0 0 257
140 1 102 293
140 2 13 220
140 3 91 236
140 4 268 93
140 5 0 36
140 6 0 213
140 7 33 225
140 8 20 363
140 9 0 110
140 10 123 257
140 11 0 360
140 12 327 86
140 13 0 252
140 14 274 121
140 15 214 81
140 16 0 83
140 17 151 239
140 18 73 182
140 19 133 211
140 20 0 186
140 21 0 105
140 22 0 273
140 23 233 164
140 24 220 207
140 25 145 169
140 26 58 351
140 27 182 206
140 28 0 198
140 29 66 189
140 30 123 212
140 31 0 246
140 32 387 27
140 33 18 255
140 34 110 261
140 35 74 350
140 36 266 157
140 37 114 237
140 38 142 248
140 39 0 194
140 40 129 258
140 41 116 142
140 42 106 278
140 43 0 264
140 44 100 146
140 45 21 243
140 46 32 335
140 47 0 235
140 48 0 277
140 49 0 241
140 50 162 254
140 51 6 332
140 52 44 287
140 53 182 25
140 54 26 183
140 55 179 121
140 56 137 200
140 57 225 156
140 58 149 239
140 59 119 294
140 60 95 222
